CourseNo	SNo	Slot	AdditionalSlot	CourseName	InstructorName	OldCredit	NewCredit	Prerequisite	Period	Maxoverallstrength	MinOtherBranchStrength	OfferedforBTechDD	ElectiveVacancy	ElectiveRegn	RoomNo	Coordinator	CCChairperson	AllocationType
CY1001	386	C		Chemistry I: Structure, Bonding & Reactivity	DESAI AAMOD VIKAS	4	10	NIL		500	500	Yes				N	Sekar G	SI
CY1001	387	C		Chemistry I: Structure, Bonding & Reactivity	KOTHANDARAMAN RAMANUJAM	4	10	NIL		500	500	Yes				N	Sekar G	SI
CY1001	388	C		Chemistry I: Structure, Bonding & Reactivity	ARTI DUA	4	10	NIL		500	500	Yes				N	Sekar G	SI
CY1001	389	C		Chemistry I: Structure, Bonding & Reactivity	YOGESH  GANGARAM SHELKE	4	10	NIL		500	500	Yes				N	Sekar G	SI
CY1001	390	C		Chemistry I: Structure, Bonding & Reactivity	DILLIP KUMAR CHAND	4	10	NIL		500	500	Yes				Y	Sekar G	SI
CY1001	391	C		Chemistry I: Structure, Bonding & Reactivity	SANJAY KUMAR	4	10	NIL		500	500	Yes				N	Sekar G	SI
CY1001	392	C		Chemistry I: Structure, Bonding & Reactivity	BASKARAN S	4	10	NIL		500	500	Yes				N	Sekar G	SI
CY1001	393	C		Chemistry I: Structure, Bonding & Reactivity	MANGALA SUNDER K	4	10	NIL		500	500	Yes				N	Sekar G	SI
CY1001	394	C		Chemistry I: Structure, Bonding & Reactivity	T PALANISELVAM	4	10	NIL		500	500	Yes				N	Sekar G	SI
CY1002	395	R1		Chemistry Lab I	MAHIUDDIN BAIDYA	1	3	COT		100	100	Yes				Y	Sekar G	SI
CY1002	396	P1		Chemistry Lab I	ARTI DUA	1	3	COT		100	100	Yes				Y	Sekar G	SI
CY1002	397	P2		Chemistry Lab I	SANJAY KUMAR	1	3	COT		100	100	Yes				Y	Sekar G	SI
CY1002	398	Q2		Chemistry Lab I	RAJAKUMAR B	1	3	COT		100	100	Yes				Y	Sekar G	SI
CY1002	399	Q1		Chemistry Lab I	MAHIUDDIN BAIDYA	1	3	COT		100	100	Yes				Y	Sekar G	SI
CY1002	400	R2		Chemistry Lab I	ARNAB RIT	1	3	COT		100	100	Yes				Y	Sekar G	SI
CY1020	401	A		Basic Organic Chemistry	SANKARARAMAN S	4	10	Nil		0	0	No				Y	Dillip Kumar Chand	
CY1020	402	A		Basic Organic Chemistry	VENKATAKRISHNAN P	4	10	Nil		0	0	No				N	Dillip Kumar Chand	
CY1022	403	C		Mathematics-II	SUBRAMANIAN V	4	10			0	0	No				N	Dillip Kumar Chand	
CY1022	404	C		Mathematics-II	SOORAJ K	4	10			0	0	No				Y	Dillip Kumar Chand	
CY1024	405	B		Biochemistry	MURALEEDHARAN K M	3	9	Nil		0	0	No				Y	Dillip Kumar Chand	
CY1024	406	B		Biochemistry	Hema Chandra	3	9	Nil		0	0	No				N	Dillip Kumar Chand	
CY1026	407	T2		Organic Laboratory I	BEERAIAH BAIRE	5	5			0	0	No				Y	Dillip Kumar Chand	
CY1050	408	A		Macromolecules as Engineering Materials	RAMESH GARDAS	3	9	COT		100	100	Yes				N	Sekar G	SI
CY1050	409	A		Macromolecules as Engineering Materials	DHAMODHARAN R	3	9	COT		100	100	Yes				Y	Sekar G	SI
CY1051	410	C		Chemistry II: Introduction to Spectroscopic Methods​	EDAMANA PRASAD	3	9	CY1001		100	100	Yes				Y	Sekar G	SI
CY1051	411	C		Chemistry II: Introduction to Spectroscopic Methods​	KRISHNA REDDY NANDIPATI	3	9	CY1001		100	100	Yes				N	Sekar G	SI
CY2010	412	E		Kinetics and Catalysis	Jithin John Varghese	3	9	CY 1001		0	0	No			MSB 355	N	Tarak Kumar Patra	
CY2010	413	E		Kinetics and Catalysis	RAGHURAM CHETTY	3	9	CY 1001		0	0	No			MSB 355	Y	Tarak Kumar Patra	
CY5012	414	A		Main Group Chemistry and Spectroscopic Characterization of Inorganic Compounds	MURTHY N N	3	9	COT		0	0	No			CB250	Y	Ramesh Gardas	
CY5014	415	B		Reactive Intermediates and Concerted Reactions	SANKARARAMAN S	3	9	NIL		0	0	No			CB250	Y	Ramesh Gardas	
CY5014	416	B		Reactive Intermediates and Concerted Reactions	MAHIUDDIN BAIDYA	3	9	NIL		0	0	No			CB250	N	Ramesh Gardas	
CY5016	417	E		Kinetics and Reaction Dynamics	RAJAKUMAR B	3	9	COT		0	0	No			CB250	Y	Ramesh Gardas	
CY5016	418	E		Kinetics and Reaction Dynamics	EDAMANA PRASAD	3	9	COT		0	0	No			CB250	N	Ramesh Gardas	
CY5018	419	D		Chemical Bonding and Group Theory	KRISHNA REDDY NANDIPATI	3	9	COT		0	0	No			CB250	N	Ramesh Gardas	
CY5018	420	D		Chemical Bonding and Group Theory	YAMIJALA S R K CHAITANYA SHARMA	3	9	COT		0	0	No			CB250	Y	Ramesh Gardas	
CY5020	421	C		Analytical Chemistry: Principles, Practices and Applications	MISHRA  A K	3	9	COT		0	0	No			CB250	Y	Ramesh Gardas	
CY5020	422	C		Analytical Chemistry: Principles, Practices and Applications	RANGA RAO G	3	9	COT		0	0	No			CB250	N	Ramesh Gardas	
CY5022	423	Z		Inorganic Chemistry Laboratory	SUNDARGOPAL GHOSH	3	3	NIL		0	0	No				Y	Ramesh Gardas	
CY5022	424	Z		Inorganic Chemistry Laboratory	SANJIB PANDA	3	3	NIL		0	0	No				N	Ramesh Gardas	
CY5024	425	Y		Physical Chemistry Laboratory	MISHRA  A K	3	3	COT		0	0	No				Y	Ramesh Gardas	
CY5024	426	Y		Physical Chemistry Laboratory	DHAMODHARAN R	3	3	COT		0	0	No				N	Ramesh Gardas	
CY6021	427	ZZ		Introduction to Research	SUNDARGOPAL GHOSH	2	0	COT		0	0	No				Y	Sekar G	
CY6026	428	XX		Project II	SEKAR G	6	18	COT		0	0	No				Y	Kothandaraman Ramanujam	
CY6102	429	A		Advanced Bioinorganic Chemistry	BHYRAPPA P	3	9	COT		0	0	No				Y	Kothandaraman Ramanujam	
CY6102	430	A		Advanced Bioinorganic Chemistry	SANJIB PANDA	3	9	COT		0	0	No				N	Kothandaraman Ramanujam	
CY6104	431	B		Molecular Clusters	SUNDARGOPAL GHOSH	3	9	COT		0	0	No				Y	Kothandaraman Ramanujam	
CY6106	432	D		Organometallic Chemistry for Organic Synthesis	JEGANMOHAN M	3	9	COT		0	0	No				Y	Kothandaraman Ramanujam	
CY6108	433	A		Medicinal Chemistry	MURALEEDHARAN K M	3	9			0	0	No				N	Kothandaraman Ramanujam	
CY6108	434	A		Medicinal Chemistry	INDRAPAL SINGH AIDHEN	3	9			0	0	No				Y	Kothandaraman Ramanujam	
CY6116	435	D		Advanced Solution Thermodynamics	RAMESH GARDAS	3	9	COT		0	0	No				Y	Kothandaraman Ramanujam	
CY6123	436	G		Asymmetric Organic synthesis	SEKAR G	3	9	COT		0	0	No				Y	Kothandaraman Ramanujam	
CY6123	437	G		Asymmetric Organic synthesis	ANBARASAN P	3	9	COT		0	0	No				N	Kothandaraman Ramanujam	
CY6124	438	E		Organic Photochemistry: Principles and Applications	VENKATAKRISHNAN P	3	9	COT		0	0	No				Y	Kothandaraman Ramanujam	
CY6124	439	E		Organic Photochemistry: Principles and Applications	DAWANDE SUDAM GANPAT	3	9	COT		0	0	No				N	Kothandaraman Ramanujam	
CY6126	440	C		Green Organic Synthesis: Principles and Applications	BEERAIAH BAIRE	3	9	COT		0	0	No				Y	Kothandaraman Ramanujam	
CY6127	441	E		Chemical Processes at Surfaces and Interfaces	RANGA RAO G	3	9	Nil		0	0	No				Y	Kothandaraman Ramanujam	
CY6128	442	H		Computational Quantum Chemistry and Molecular Simulations	SOORAJ K	3	9	COT		0	0	No				N	Kothandaraman Ramanujam	
CY6128	443	H		Computational Quantum Chemistry and Molecular Simulations	YAMIJALA S R K CHAITANYA SHARMA	3	9	COT		0	0	No				Y	Kothandaraman Ramanujam	
CY6128	444	H		Computational Quantum Chemistry and Molecular Simulations	SOUMEN GHOSH	3	9	COT		0	0	No				N	Kothandaraman Ramanujam	
CY6205	445	G		Basic Concepts in X-ray Crystallography and Data Refinements	KARTIK CHANDRA MONDAL	3	9			0	0	No				Y	Kothandaraman Ramanujam	
CY6215	446	G		Chemistry of Alkali Metal Ion Batteries and Capacitors	KOTHANDARAMAN RAMANUJAM	3	9			0	0	No				Y	Kothandaraman Ramanujam	
CY6215	447	G		Chemistry of Alkali Metal Ion Batteries and Capacitors	T PALANISELVAM	3	9			0	0	No				N	Kothandaraman Ramanujam	
CY6999	448	WW		Special Topics in Chemistry	SEKAR G	2	6			0	0	No				Y	Sekar G	
CY7999	449	WW		Special Topics in Chemistry-II	SEKAR G	2	6			0	0	No				Y	Sekar G	
CYPCL0	450	WW		Preparatory Course Lab	MURALEEDHARAN K M	0	4			0	0	No				Y	Muraleedharan K M	
CYPCT0	451	XX		Preparatory Course Theory	DAWANDE SUDAM GANPAT	0	9			0	0	No				N	Muraleedharan K M	
CYPCT0	452	XX		Preparatory Course Theory	DILLIP KUMAR CHAND	0	9			0	0	No				Y	Muraleedharan K M	
CYPCT0	453	XX		Preparatory Course Theory	Hema Chandra	0	9			0	0	No				N	Muraleedharan K M	
DA1002	454	B1		Optimization for Engineers	GITAKRISHNAN RAMADURAI	3	9	DA1000 and DA1001		0	0	No			NAC632	Y	Karthik Raman	
DA1002	455	B1		Optimization for Engineers	SRIDHARAKUMAR NARASIMHAN	3	9	DA1000 and DA1001		0	0	No			NAC632	N	Karthik Raman	
DA1003	456	P1		Optimization Lab	GITAKRISHNAN RAMADURAI	2	6	DA1000 and DA1001		0	0	No			NAC632	Y	Karthik Raman	
DA1004	457	A1		Probability & Statistics for Engineers	GANAPATHY KRISHNAMURTHI	4	10	None		0	0	No			NAC632	Y	Karthik Raman	
DA1100	458	C1		Introduction to Computational Chemistry	RAVINDRAN B	3	9	None		0	0	No			NAC632	Y	Karthik Raman	
DA1302	459	E1		Computational Methods for Data Science	Sivaram Ambikasaran	4	10	DA1000 and DA1001		0	0	No			NAC632	Y	Karthik Raman	
DA2303	460	C		Algorithms for Data Science	Sivaram Ambikasaran	3	9			0	0	No			NAC631	Y	Karthik Raman	
DA2304	461	A		Introduction to Computer Systems	RAVINDRAN B	3	9			0	0	No			NAC631	Y	Karthik Raman	
DA2403	462	D		Artificial Intelligence	ARUN RAJKUMAR	3	9			0	0	No			NAC631	Y	Karthik Raman	
DA2404	463	T		Artificial Intelligence Lab	SRI VALLABHA DEEVI	2	6			0	0	No			NAC631	Y	Karthik Raman	
DA4901	464	VV		Undergraduate Research Project	Sivaram Ambikasaran	3	9			0	0	No				Y	Sivaram Ambikasaran	
DA4911	465	UU		Capstone Project I	Sivaram Ambikasaran	4	12			0	0	No				Y	Sivaram Ambikasaran	
DA4912	466	UU		Capstone Project II	Sivaram Ambikasaran	8	24			0	0	No				Y	Sivaram Ambikasaran	
DA5000	467	G		Mathematical Foundations of Data Science	HARISH GURUPRASAD RAMASWAMY	3	12			0	0	No			NAC633	Y	Ganapathy Krishnamurthi	
DA5001	468	J		Privacy in AI	KRISHNA PILLUTLA	3	12	CS5691 or equivalent		80	30	Yes			CRC103	Y	Ganapathy Krishnamurthi	CG
DA5400	469	L		Foundation of Machine Learning	NIRAV PRAVINBHAI BHATT	4	12	Basics of Linear Algebra, Probability, and Statistics		40	40	Yes			NAC633	Y	Ganapathy Krishnamurthi	CG
DA5402	470	F		Machine Learning Operations Lab	SUDARSUN SANTHIAPPAN	3	9	DA5000/CS6015 and DA5400/CS6591		0	0	No			CRC103	Y	Ganapathy Krishnamurthi	
DA5410	471	UU		Industrial Placement	NIRAV PRAVINBHAI BHATT	5	15			0	0	No				Y	Sivaram Ambikasaran	
DA5411	472	UU		Project 2	NIRAV PRAVINBHAI BHATT	12	46			0	0	No				Y	Sivaram Ambikasaran	
DA5412	473	UU		Project - 3	NIRAV PRAVINBHAI BHATT	4	15			0	0	No				Y	Sivaram Ambikasaran	
DA6400	474	H		Introduction to Reinforcement Learning	RAVINDRAN B	4	12	FML or COT		100	100	Yes			CRC103	Y	Ganapathy Krishnamurthi	CG
DA6401	475	C		Introduction to Deep Learning	GANAPATHY KRISHNAMURTHI	4	12	DA5000/CS6015		100	100	Yes			CRC103	Y	Ganapathy Krishnamurthi	CG
DA6701	476	B		Data Science and AI in Finance	Nandan Sudarsanam	4	12	DA5400		100	50	Yes			Terrace Hall	Y	Ganapathy Krishnamurthi	CG
DA6900	477	UU		Project-I Summer	Mitesh Khapra	6	20			0	0	No				Y	Sivaram Ambikasaran	
DA6901	478	UU		Project-II	Mitesh Khapra	10	30			0	0	No				Y	Sivaram Ambikasaran	
DA6902	479	UU		Project-III	Mitesh Khapra	15	45			0	0	No				Y	Sivaram Ambikasaran	
DA6999	480	ZZ		Special Topics in Data Science and Artificial Intelligence	RAVINDRAN B	2	6			0	0	No				Y	Sivaram Ambikasaran	
DA7999	481	ZZ		Special Topics in Data Science and Artificial Intelligence	RAVINDRAN B	2	6			0	0	No				Y	Sivaram Ambikasaran	
ED1011	482	B	R	Functional and Conceptual Design	ASOKAN THONDIYATH	3	9			0	0	No			ED108	Y	Tuhin Subhra Santra	
ED1033	483	F	Q	Form and Aesthetics in Design I	RAJNY KRISHNAN	3	6			0	0	No			ED107	Y	Tuhin Subhra Santra	
ED1091	484	H		Japanese Language	NORIE KOBAYASHI	3	9	-		40	30	Yes			ED109	Y	Tuhin Subhra Santra	SI
ED1091	485	H		Japanese Language	R DURGA	3	9	-		40	30	Yes			ED109	N	Tuhin Subhra Santra	SI
ED2040	486	D	P	Control Systems	ATRIYA BISWAS	4	12	EE1101 Signals and Systems		0	0	No			ED207	Y	Tuhin Subhra Santra	
ED2141	487	C		Physics of Measurement	NILESH JAYANTILAL VASA	3	9	NIL		0	0	No			ED108	Y	Tuhin Subhra Santra	
ED3040	488	S		Aesthetics in Design	RAJNY KRISHNAN	3	9	Null		60	30	Yes			ED107	Y	Tuhin Subhra Santra	SI
ED4040	489	B	S	Design of Thermal and Fluid Systems	SRIKANTH VEDANTAM	3	15	Nil		0	0	No			ED207	Y	Tuhin Subhra Santra	
ED4060	490	A	R	Design of Mechanical Systems 2	K R GURUPRASAD	4	15	Design of Mechanical System 1		0	0	No			ED307	Y	Tuhin Subhra Santra	
ED4571	491	K		Introduction to Chinese Language	CHIUNGWEN CHANG	3	9			60	60	Yes			ED109	Y	Tuhin Subhra Santra	SI
ED4572	492	L		Chinese Language II	CHIUNGWEN CHANG	3	9			60	60	Yes			ED109	Y	Tuhin Subhra Santra	SI
ED4901	493	UU		Undergraduate Research Project	SRIKANTH VEDANTAM	3	9			0	0	No				Y	Tuhin Subhra Santra	
ED5012	494	T		Advanced Applications of Human Factors	VENKATESH BALASUBRAMANIAN	3	9	Undergraduate Students to have completed ED3010/ C		30	30	Yes			ED107	Y	Tuhin Subhra Santra	SI
ED5012	495	T		Advanced Applications of Human Factors	HARIKRISHNA RANGAM	3	9	Undergraduate Students to have completed ED3010/ C		30	30	Yes			ED107	N	Tuhin Subhra Santra	SI
ED5013	496	A		Analytical and Experimental Techniques in Vibration	BALAKRISHNA RAO	3	9	Signals and Systems		0	0	No			ED109	Y	Tuhin Subhra Santra	
ED5015	497	B		Computational Methods in Design	PALANIAPPAN RAMU	4	10	Nil		10	5	Yes			ED306	Y	Tuhin Subhra Santra	SI
ED5016	498	J		Biomedical Micro/Nano Devices and Applications	TUHIN SUBHRA SANTRA	3	9	NA		40	30	Yes			ED109	Y	Bijo	SI
ED5017	499	C		Digital Signal Processing for Engineering Design	Srikanthan Sridharan	4	10	ED2130 for B.Tech. and DD. CoT for M.Tech., M.S. and Ph.D.		10	5	Yes			ED306	Y	Tuhin Subhra Santra	SI
ED5018	500	R		Business Excellence and Quality Management	VENKATESH BALASUBRAMANIAN	3	9			30	30	Yes			ED107	Y	Tuhin Subhra Santra	SI
ED5018	501	R		Business Excellence and Quality Management	PRIYADARSHINI NATARAJAN	3	9			30	30	Yes			ED107	N	Tuhin Subhra Santra	SI
ED5021	502	H	S	Battery Charging Technology	DEEPAK RONANKI	4	12			20	10	Yes			ED307	Y	Tuhin Subhra Santra	SI
ED5060	503	R		Medical Equipment Dissection Lab	KAVITHA ARUNACHALAM	2	3	NULL		0	0	No			CFTI	Y	Tuhin Subhra Santra	
ED5070	504	D	S	Design of Monitoring and Diagnostic System (L&P)	NILESH JAYANTILAL VASA	5	12	NIL		10	5	Yes			ED109	Y	Tuhin Subhra Santra	SI
ED5071	505	A		Design of Medical Imaging Systems	NARESH KUMAR R	3	12	Familiarity with signals and systems and elementary probability. UG courses: EE1101, ED2130		10	5	Yes			ED306	Y	Tuhin Subhra Santra	SI
ED5212	506	R	T	EMobility Lab – 2	NILESH JAYANTILAL VASA	2	6			0	0	No			ED304	N	Tuhin Subhra Santra	
ED5212	507	R	T	EMobility Lab – 2	Srikanthan Sridharan	2	6			0	0	No			ED304	Y	Tuhin Subhra Santra	
ED5215	508	F		Introduction to Motion Planning	Nirav Patel	3	9	ID6040 or ME7020 or a similar course on Introduction to Robotics, MA2031 or similar course on Linear Algebra and, Programming experience in C++ or Python		10	5	Yes			ED108	Y	Tuhin Subhra Santra	SI
ED5220	509	D	Q	Vehicle Dynamics	SHANKAR RAM C S	3	12	NULL		0	0	No			ED108	Y	Tuhin Subhra Santra	
ED5314	510	J		Design, Analysis and Control of Robot Manipulators	SANDIPAN BANDYOPADHYAY	3	9	ED6007		50	50	Yes			ED306	Y	Tuhin Subhra Santra	SI
ED5316	511	M		Antenna Theory and Design	KAVITHA ARUNACHALAM	4	10			15	15	Yes			ED109	Y	Tuhin Subhra Santra	SI
ED5321	512	M		Science of musical instruments	RAMANATHAN M	3	9			50	40	Yes			ED306	Y	Tuhin Subhra Santra	SI
ED5321	513	M		Science of musical instruments	Srikanthan Sridharan	3	9			50	40	Yes			ED306	N	Tuhin Subhra Santra	SI
ED5321	514	M		Science of musical instruments	SANDIPAN BANDYOPADHYAY	3	9			50	40	Yes			ED306	N	Tuhin Subhra Santra	SI
ED5340	515	G	T	Data Science: Theory and practice	RAMANATHAN M	4	12	ED1021 / CS1100 / ED3170 / Equivalent (or Working knowledge of any programming language) and  Fundamentals in linear algebra / statistics / probability		40	20	Yes			ED207	Y	Tuhin Subhra Santra	SI
ED5345	516	H		Powertrain and Fuels	KAUSHAL JHA	3	9	None		50	50	Yes			ED207	Y	Tuhin Subhra Santra	SI
ED5350	517	E		Electric Vehicle Engineering and Development	BALAJI B	3	9	None		50	20	Yes			ED109	Y	Tuhin Subhra Santra	SI
ED5516	518	A		Design and Control of AC Machines for Electrified Vehicles	KANNAN LAKSHMINARAYAN	9	9	An introductory course on electric motors		0	0	No			ED108	Y	Tuhin Subhra Santra	
ED5601	519	UU		Project I (Industry)	SARAVANA KUMAR G	10	40			0	0	No				Y	Tuhin Subhra Santra	
ED5602	520	UU		Project II	Jayaganthan	8	20			0	0	No				Y	Tuhin Subhra Santra	
ED5603	521	UU		Project III	Jayaganthan	12	35			0	0	No				Y	Tuhin Subhra Santra	
ED5900	522	UU		Project II	Jayaganthan	11	11			0	0	No				Y	Tuhin Subhra Santra	
ED6002	523	M		Optimization methods in Engineering Design	SARAVANA KUMAR G	3	9	Mechanics of deformable solids, Linear Algebra		30	30	Yes			ED307	Y	Tuhin Subhra Santra	SI
ED6021	524	UU		Introduction to Research	Jayaganthan	2	0	NIL		0	0	No				Y	Tuhin Subhra Santra	
EE1100	525	E		Basic Electrical Engineering	KALYAN KUMAR B	3	10			0	0	No			RJN - 101, RJN - 102	N	Shanti Bhattacharya	
EE1100	526	E		Basic Electrical Engineering	KRISHNA S	3	10			0	0	No			RJN - 101, RJN - 102	Y	Shanti Bhattacharya	
EE1101	527	E		Signals and Systems	KRISHNA JAGANNATHAN	4	10			0	0	No			RJN - 201, RJN - 202, RJN301	Y	Shanti Bhattacharya	
EE1101	528	E		Signals and Systems	NAIR PRAVIN RAMACHANDRAN	4	10			0	0	No			RJN - 201, RJN - 202, RJN301	N	Shanti Bhattacharya	
EE1101	529	E		Signals and Systems	Bhaswar Chakrabarti	4	10			0	0	No			RJN - 201, RJN - 202, RJN301	N	Shanti Bhattacharya	
EE2002	530	B		Digital Systems	ANANTH KRISHNAN	4	10	None		210	0	Yes			ESB - 127, ESB - 242, ESB -106	Y	Shanti Bhattacharya	ST
EE2002	531	B		Digital Systems	SRIDHARAN  K	4	10	None		210	0	Yes			ESB - 127, ESB - 242, ESB -106	N	Shanti Bhattacharya	ST
EE2002	532	B		Digital Systems	Shivananju	4	10	None		210	0	Yes			ESB - 127, ESB - 242, ESB -106	N	Shanti Bhattacharya	ST
EE2004	533	D		Digital Signal Processing	ARUN PACHAI KANNU	4	10	EE1101 Signals and Systems		210	0	Yes			ESB -127, ESB - 242	Y	Shanti Bhattacharya	ST
EE2004	534	D		Digital Signal Processing	RAMALINGAM C S	4	10	EE1101 Signals and Systems		210	0	Yes			ESB -127, ESB - 242	N	Shanti Bhattacharya	ST
EE2006	535	A		Electrical Machines	KRISHNA VASUDEVAN	4	10	EE2015 - Electric Circuits and Networks		180	0	Yes			ESB - 127, ESB - 242	Y	Shanti Bhattacharya	ST
EE2006	536	A		Electrical Machines	KAMALESH HATUA	4	10	EE2015 - Electric Circuits and Networks		180	0	Yes			ESB - 127, ESB - 242	N	Shanti Bhattacharya	ST
EE2007	537	E		Analog Systems	Saurabh Saxena	4	10			230	0	Yes			ESB - 127, ESB - 242	N	Shanti Bhattacharya	ST
EE2007	538	E		Analog Systems	ANIRUDDHAN S	4	10			230	0	Yes			ESB - 127, ESB - 242	Y	Shanti Bhattacharya	ST
EE2702	539	P1		Digital Systems Lab	Janakiraman	1	5			210	0	Yes			IE LAB	Y	Shanti Bhattacharya	ST
EE2706	540	A		Electrical Machines Lab	KRISHNA VASUDEVAN	2	5			180	0	Yes			ESB - 127, ESB - 242	Y	Shanthi Pavan	ST
EE2706	541	A		Electrical Machines Lab	KAMALESH HATUA	2	5			180	0	Yes			ESB - 127, ESB - 242	N	Shanthi Pavan	ST
EE2707	542	T		Analog Systems Lab	ANIRUDDHAN S	2	5			230	0	Yes			IE Lab	N	Shanti Bhattacharya	ST
EE2707	543	T		Analog Systems Lab	Saurabh Saxena	2	5			230	0	Yes			IE Lab	Y	Shanti Bhattacharya	ST
EE3001	544	C		Solid State Devices	AMITAVA DAS GUPTA	4	10			210	0	Yes			ESB - 106, ESB - 128, ESB - 242	N	Shanti Bhattacharya	ST
EE3001	545	C		Solid State Devices	NANDITA DAS GUPTA	4	10			210	0	Yes			ESB - 106, ESB - 128, ESB - 242	N	Shanti Bhattacharya	ST
EE3001	546	C		Solid State Devices	ANJAN CHAKRAVORTHY	4	10			210	0	Yes			ESB - 106, ESB - 128, ESB - 242	Y	Shanti Bhattacharya	ST
EE3005	547	D		Communication Systems	LAKSHMI NARASIMHAN THEAGARAJAN	4	10	EE1101 Signals and Systems		90	0	Yes			ESB - 106	Y	Shanti Bhattacharya	ST
EE3007	548	A		RF and Optical Communication	SUDHARSANAN SRINIVASAN	3	9			80	10	Yes			ESB - 106	Y	Shanti Bhattacharya	ST
EE3110	549	B		Probability Foundations for Electrical Engineers	MANIVASAKAN R	4	10			60	10	Yes			ESB - 207A	Y	Shanti Bhattacharya	ST
EE3111	550	G		Statistics for Electrical Engineers	ANDREW THANGARAJ	4	10	Basic course in probability		100	10	Yes			ESB - 350	Y	Shanti Bhattacharya	ST
EE3203	551	C		Power Electronics	Arun Karuppaswamy	4	10	None		100	20	Yes			ESB - 127	Y	Shanti Bhattacharya	ST
EE3500	552	YY		Industrial Training (summer)	ARUN PACHAI KANNU	2	0			180	0	Yes			0	Y	Shanti Bhattacharya	ST
EE4371	553	T		Introduction to Data Structures and Algorithms	VENKATESH T G	3	9	programming course		70	10	Yes			ESB - 106	Y	Shanti Bhattacharya	ST
EE4502	554	E	R	Optics for Engineers	SHANTI BHATTACHARYA	4	9	Electromagnetics		10	5	Yes			ESB - 234	Y	Shanti Bhattacharya	ST
EE4900	555	UU		B.Tech Project	Avishek	9	27			150	10	Yes			0	Y	Shanti Bhattacharya	ST
EE4901	556	PP		Mini Project 1	KRISHNA JAGANNATHAN	3	9			150	10	Yes			0	Y	Shanti Bhattacharya	ST
EE4902	557	QQ		Mini Project 2	KRISHNA JAGANNATHAN	3	9			150	10	Yes			0	Y	Shanti Bhattacharya	ST
EE4903	558	RR		Mini Project 3	Janakiraman	3	9			150	10	Yes			0	Y	Shanti Bhattacharya	ST
EE5002	559	A		Analysis of Networks & Systems	MATHIAZAGAN C	4	12	UG courses on Electrical Circuits and Networks and systems		0	0	No			ESB - 207A	Y	Shanti Bhattacharya	
EE5004	560	ZZ		Seminar on the history of Electrical Engineering	DELEEP R NAIR	1	3			25	5	Yes			0	Y	Shanti Bhattacharya	ST
EE5110	561	B		Probability Foundations for Electrical Engineers	PRADEEP SARVEPALLI	4	12			0	0	No			ESB - 128	Y	Shanti Bhattacharya	
EE5111	562	D		Estimation Theory	SHEETAL KALYANI	4	12			20	4	Yes			ESB - 207A	Y	Shanti Bhattacharya	ST
EE5112	563	A		Detection Theory	SRIKRISHNA B	4	12			25	5	Yes			ESB - 129	Y	Shanti Bhattacharya	ST
EE5141	564	F		Introduction to Wireless and Cellular Communication	GIRIDHAR K	4	12			40	5	Yes			ESB - 128	Y	Shanti Bhattacharya	ST
EE5143	565	E		Information Theory	SAURAV PRAKASH	3	9			30	5	Yes			ESB - 106	Y	Shanti Bhattacharya	ST
EE5150	566	G		Communication Networks	VENKATESH R	4	12			50	25	Yes			ESB - 129	Y	Shanti Bhattacharya	ST
EE5160	567	K		Error Control Coding	SHANTI BHATTACHARYA	3	9	Basic linear algebra and probability		25	5	Yes			ESB - 242	Y	Shanti Bhattacharya	ST
EE5175	568	B		Image Signal Processing	RAJAGOPALAN A N	4	12			40	20	Yes			ESB - 213B	Y	Shanti Bhattacharya	ST
EE5178	569	G		Modern Computer Vision	KAUSHIK MITRA	4	12	1. A formal course on linear algebra and probability 2. Familiarity with image processing		40	20	Yes			ESB - 127	Y	Shanti Bhattacharya	ST
EE5180	570	J		Introduction to Machine Learning	RAHUL HARISHCHANDRA MESHRAM	4	12	EE3110 or equivalent AND basics of linear algebra (vector, matrix, norm, eigenvalue, SVD, etc.)		40	20	Yes			ESB - 129	Y	Shanti Bhattacharya	ST
EE5203	571	G		Switched Mode Power Conversion	LAKSHMINARASAMMA N	3	9			20	10	Yes			ESB - 242	Y	Shanti Bhattacharya	ST
EE5254	572	C		High Voltage Technology	SARATHI  R	3	9			10	5	Yes			ESB - 207A	Y	Shanti Bhattacharya	ST
EE5257	573	A		Energy Management Systems and SCADA	SWARUP K S	3	9	Power Systems		15	15	Yes			ESB - 350	Y	Shanti Bhattacharya	ST
EE5262	574	E		Distributed Generation and Microgrid Systems	MAHESH KUMAR	3	9	B. Tech./DD with power electronics (EE3203)		10	5	Yes			ESB - 350	Y	Shanti Bhattacharya	ST
EE5314	575	T		Microelectronics Lab	SOUMYA DUTTA	2	6	Fundamentals of Microfabrication and Semiconductor devices		0	0	No			ESB - 213B	Y	Shanti Bhattacharya	
EE5320	576	D		Analog IC Design	NAGENDRA KRISHNAPURA	4	12			65	25	Yes			ESB - 128	Y	Shanti Bhattacharya	ST
EE5323	577	J		Advanced Electrical Networks	SHANTHI PAVAN	4	12			20	0	Yes			ESB - 242	Y	Shanti Bhattacharya	ST
EE5325	578	B		Power Management Integrated Circuits	SHANTI BHATTACHARYA	4	12	Analog Circuits		25	5	Yes			ESB 314	Y	Shanti Bhattacharya	ST
