SNo	Slot	AdditionalSlot	CourseNo	CourseName	InstructorName	OldCredit	NewCredit	Prerequisite	Period	Maxoverallstrength	MinOtherBranchStrength	OfferedforBTechDD	ElectiveVacancy	ElectiveRegn	RoomNo	Coordinator	CCChairperson	AllocationType
391	A 		CV5310	Basic Geomechanics	Ramesh Kannan Kandasami	4	12			40	0	Yes			BSB 370	Y	Soumendra Nath Kuiry	SI
392	T 		CV5312	Geotechnical Engineering Design Studio	DODAGOUDAR G R	3	6	Finite Element Analysis and Foundation Engineering		0	0	No			BSB 370	N	Soumendra Nath Kuiry	
393	T 		CV5312	Geotechnical Engineering Design Studio	Ramesh Kannan Kandasami	3	6	Finite Element Analysis and Foundation Engineering		0	0	No			BSB 370	Y	Soumendra Nath Kuiry	
394	C 		CV5320	Dynamics of Soils and Foundations	Tarun Naskar	4	10			40	0	Yes			BSB 370	Y	Soumendra Nath Kuiry	SI
395	B 		CV5330	Analysis & Design of Foundation Systems	DALI NAIDU ARNEPALLI	4	10			40	0	Yes			BSB 370	Y	Soumendra Nath Kuiry	SI
396	F 		CV5338	Underground Space Technology	VIDYA BHUSHAN MAJI	3	9			40	10	Yes			BSB 370	Y	Soumendra Nath Kuiry	SI
397	D 		CV5342	Applied Mathematics for Geomechanics	Chandra Annavarapu	4	10			0	0	No			BSB 370	Y	Soumendra Nath Kuiry	
398	E 		CV5360	Soil Exploration and Field Tests	THYAGARAJ T	3	9			30	0	Yes			BSB 370	Y	Soumendra Nath Kuiry	SI
399	E 		CV5465	Sustainable Groundwater Management 	ELANGO LAKSHMANAN	3	9	Nil		50	10	Yes			NAC II 122	Y	Soumendra Nath Kuiry	SI
400	P 		CV5510	Water Resources Engineering Laboratory	Venkatraman	4	4			0	0	No			LAB	Y	Soumendra Nath Kuiry	
401	D 		CV5530	Construction Safety Management	NIKHIL BUGALIA IITM	9	9	Nil		60	0	Yes			BSB 206	Y	Soumendra Nath Kuiry	SI
402	E 		CV5550	Wave-Based Nondestructive Evaluation of Civil Infrastructure  	VIVEK SAMU	3	9	Engineering mathematics and basic solid mechanics		40	20	Yes			STR 301	Y	Soumendra Nath Kuiry	SI
403	C 	P	CV5570	Computer Vision for Construction Engineering	ARITRA PAL	3	9	Basics of Python programming		30	10	Yes			BSB 312	Y	Soumendra Nath Kuiry	SI
404	Q 		CV6101	Structural Engineering Design Studio	SATHISH KUMAR S R	4	11			0	0	No			STR 301	N	Soumendra Nath Kuiry	
405	Q 		CV6101	Structural Engineering Design Studio	AMLAN K SENGUPTA	4	11			0	0	No			STR 301	Y	Soumendra Nath Kuiry	
406	VV		CV6141	Summer Training at Construction Project	RAMAMURTHY K	13	0			0	0	No				N	Soumendra Nath Kuiry	
407	VV		CV6141	Summer Training at Construction Project	KOSHY VARGHESE	13	0			0	0	No				Y	Soumendra Nath Kuiry	
408	VV		CV6142	Project Phase-1	RAMAMURTHY K	11	34			0	0	No				N	Soumendra Nath Kuiry	
409	VV		CV6142	Project Phase-1	KOSHY VARGHESE	11	34			0	0	No				Y	Soumendra Nath Kuiry	
410	E 	R	CV6845	Traffic Simulation Methods	Bhargava Rama Chilukuri	3	9	Basic Programming, CE6840 desirable		30	0	Yes			BSB 377	Y	Soumendra Nath Kuiry	SI
411	C 		CY1001	Chemistry I: Structure, Bonding & Reactivity	MURALEEDHARAN K M	4	10	NIL		0	0	No				N	Sekar G	
412	C 		CY1001	Chemistry I: Structure, Bonding & Reactivity	VENKATAKRISHNAN P	4	10	NIL		0	0	No				N	Sekar G	
413	C 		CY1001	Chemistry I: Structure, Bonding & Reactivity	Hema Chandra 	4	10	NIL		0	0	No				N	Sekar G	
414	C 		CY1001	Chemistry I: Structure, Bonding & Reactivity	DEBOTRA SARKAR	4	10	NIL		0	0	No				N	Sekar G	
415	C 		CY1001	Chemistry I: Structure, Bonding & Reactivity	MISHRA  A K	4	10	NIL		0	0	No				N	Sekar G	
416	C 		CY1001	Chemistry I: Structure, Bonding & Reactivity	EDAMANA PRASAD	4	10	NIL		0	0	No				Y	Sekar G	
417	C 		CY1001	Chemistry I: Structure, Bonding & Reactivity	DILLIP KUMAR CHAND	4	10	NIL		0	0	No				N	Sekar G	
418	C 		CY1001	Chemistry I: Structure, Bonding & Reactivity	RAJAKUMAR B	4	10	NIL		0	0	No				N	Sekar G	
419	Q1		CY1002	Chemistry Lab I 	DESAI AAMOD VIKAS	1	3	COT		0	0	No				Y	Sekar G	
420	Q2		CY1002	Chemistry Lab I 	MURALEEDHARAN K M	1	3	COT		0	0	No				Y	Sekar G	
421	P1		CY1002	Chemistry Lab I 	MISHRA  A K	1	3	COT		0	0	No				Y	Sekar G	
422	P2		CY1002	Chemistry Lab I 	ARTI DUA	1	3	COT		0	0	No				Y	Sekar G	
423	E 		CY1011	Basic Concepts of Inorganic Chemistry	KARTIK CHANDRA MONDAL	4	10			0	0	No				Y	Dillip Kumar Chand	
424	E 		CY1011	Basic Concepts of Inorganic Chemistry	ARNAB RIT	4	10			0	0	No				N	Dillip Kumar Chand	
425	A 		CY1013	Mathematics-I	SOORAJ K	4	10			0	0	No				N	Dillip Kumar Chand	
426	A 		CY1013	Mathematics-I	SANJAY KUMAR	4	10			0	0	No				Y	Dillip Kumar Chand	
427	A 		CY1050	Macromolecules as Engineering Materials	DHAMODHARAN R	3	9	COT		0	0	No				Y	Sekar G	
428	A 		CY1050	Macromolecules as Engineering Materials	RAMESH GARDAS	3	9	COT		0	0	No				N	Sekar G	
429	E 		CY2011	Coordination and Bioinorganic Chemistry of Transition Metals	DILLIP KUMAR CHAND	3	9			0	0	No				Y	Muraleedharan K M	
430	E 		CY2011	Coordination and Bioinorganic Chemistry of Transition Metals	SANJIB PANDA	3	9			0	0	No				N	Muraleedharan K M	
431	A 		CY2013	Organic Chemistry of Multiple Bonds	MAHIUDDIN BAIDYA	3	9	Nil		0	0	No				Y	Muraleedharan K M	
432	A 		CY2013	Organic Chemistry of Multiple Bonds	JEGANMOHAN M	3	9	Nil		0	0	No				N	Muraleedharan K M	
433	B 		CY2015	Thermodynamics 	RANGA RAO G	3	9			0	0	No				Y	Muraleedharan K M	
434	B 		CY2015	Thermodynamics 	RAMESH GARDAS	3	9			0	0	No				N	Muraleedharan K M	
435	C 		CY2017	Quantum Mechanics and Spectroscopy 	SOUMEN GHOSH	4	10			0	0	No				N	Muraleedharan K M	
436	C 		CY2017	Quantum Mechanics and Spectroscopy 	YAMIJALA S R K CHAITANYA SHARMA	4	10			0	0	No				Y	Muraleedharan K M	
437	T 		CY2019	Inorganic Chemistry Laboratory I 	SANJIB PANDA	5	7	Nil		0	0	No				N	Muraleedharan K M	
438	T 		CY2019	Inorganic Chemistry Laboratory I 	SUNDARGOPAL GHOSH	5	7	Nil		0	0	No				Y	Muraleedharan K M	
439	X 		CY2021	Seminar	EDAMANA PRASAD	1	1			0	0	No				Y	Muraleedharan K M	
440	A 		CY4050	Electrochemical Technology: Fundamentals and Contemporary Applications	KOTHANDARAMAN RAMANUJAM	4	10	Physical chemistry (thermodynamics + kinetics), basic materials chemistry, and introductory electrochemistry are helpful.		0	0	No			RJN 101, RJN 102	Y	Sekar G	
441	A 		CY4050	Electrochemical Technology: Fundamentals and Contemporary Applications	T PALANISELVAM	4	10	Physical chemistry (thermodynamics + kinetics), basic materials chemistry, and introductory electrochemistry are helpful.		0	0	No			RJN 101, RJN 102	N	Sekar G	
442	A 		CY5011	Transition Metal and Bioinorganic Chemistry	BHYRAPPA P	3	9	COT		0	0	No				Y	Edamana Prasad	
443	B 		CY5013	Conceptual Organic Chemistry	BEERAIAH BAIRE	3	9	COT		0	0	No				N	Edamana Prasad	
444	B 		CY5013	Conceptual Organic Chemistry	SEKAR G	3	9	COT		0	0	No				Y	Edamana Prasad	
445	C 		CY5015	Classical and Statistical Thermodynamics	RANGA RAO G	3	9	COT		0	0	No				N	Edamana Prasad	
446	C 		CY5015	Classical and Statistical Thermodynamics	ARTI DUA	3	9	COT		0	0	No				Y	Edamana Prasad	
447	D 		CY5017	Principles of Quantum Mechanics 	YAMIJALA S R K CHAITANYA SHARMA	4	10	COT		0	0	No				N	Edamana Prasad	
448	D 		CY5017	Principles of Quantum Mechanics 	SANJAY KUMAR	4	10	COT		0	0	No				Y	Edamana Prasad	
449	E 		CY5019	Organometallic Chemistry	DEBASHIS CHAKRABORTY	3	9	COT		0	0	No				Y	Edamana Prasad	
450	E 		CY5019	Organometallic Chemistry	SUNDARGOPAL GHOSH	3	9	COT		0	0	No				N	Edamana Prasad	
451	Z 		CY5021	Introductory Computational Chemistry Laboratory	SOORAJ K	3	3	COT		0	0	No				Y	Edamana Prasad	
452	Z 		CY5021	Introductory Computational Chemistry Laboratory	SOUMEN GHOSH	3	3	COT		0	0	No				N	Edamana Prasad	
453	Y 		CY5023	Organic Chemistry Laboratory	DAWANDE SUDAM GANPAT	3	3	COT		0	0	No				N	Edamana Prasad	
454	Y 		CY5023	Organic Chemistry Laboratory	ANBARASAN P	3	3	COT		0	0	No				Y	Edamana Prasad	
455	Y 		CY5023	Organic Chemistry Laboratory	BEERAIAH BAIRE	3	3	COT		0	0	No				N	Edamana Prasad	
456	Y 		CY5023	Organic Chemistry Laboratory	JEGANMOHAN M	3	3	COT		0	0	No				N	Edamana Prasad	
457	A 		CY6011	Solid State Chemistry	KARTIK CHANDRA MONDAL	3	9	COT		0	0	No				Y	Debashis Chakraborty	
458	A 		CY6011	Solid State Chemistry	DESAI AAMOD VIKAS	3	9	COT		0	0	No				N	Debashis Chakraborty	
459	D 		CY6013	Spectroscopy-Applications in Organic Chemistry	SANKARARAMAN S	3	9	COT		0	0	No				Y	Debashis Chakraborty	
460	D 		CY6013	Spectroscopy-Applications in Organic Chemistry	ANBARASAN P	3	9	COT		0	0	No				N	Debashis Chakraborty	
461	C 		CY6015	Electrochemistry: Fundamentals and Applications	KOTHANDARAMAN RAMANUJAM	3	9	COT		0	0	No				Y	Debashis Chakraborty	
462	B 		CY6017	Optical and Magnetic Resonance Spectroscopy	KRISHNA REDDY NANDIPATI	3	9	COT		0	0	No				Y	Debashis Chakraborty	
463	E 		CY6019	Modern Synthetic Methodology in Organic Chemistry	SATYAJIT ROY	3	9	COT		0	0	No				N	Debashis Chakraborty	
464	E 		CY6019	Modern Synthetic Methodology in Organic Chemistry	MAHIUDDIN BAIDYA	3	9	COT		0	0	No				Y	Debashis Chakraborty	
465	ZZ		CY6021	Introduction to Research	EDAMANA PRASAD	2	0	COT		0	0	No				Y	Sekar G	
466	E 		CY6023	New Methods and Strategies in Organic Synthesis	DAWANDE SUDAM GANPAT	3	9	COT		0	0	No				Y	Debashis Chakraborty	
467	E 		CY6023	New Methods and Strategies in Organic Synthesis	YOGESH  GANGARAM SHELKE	3	9	COT		0	0	No				N	Debashis Chakraborty	
468	XX		CY6025	Project I	SEKAR G	3	9	COT		0	0	No				Y	Debashis Chakraborty	
469	ZZ		CY7002	Core Concepts in Physical Chemistry	EDAMANA PRASAD	4	10	Masters in Chemistry / Allied Areas		0	0	No				Y	Sekar G	
470	ZZ		CY7002	Core Concepts in Physical Chemistry	Hema Chandra 	4	10	Masters in Chemistry / Allied Areas		0	0	No				N	Sekar G	
471	A1		DA1000	Calculus for Engineers	SRIDHARAKUMAR NARASIMHAN	3	9			0	0	No			NAC2-632	Y	Karthik Raman	
472	D1		DA1001	Applied Linear Algebra	LAKSHMI NARASIMHAN THEAGARAJAN	4	10			0	0	No			NAC2-632	Y	Karthik Raman	
473	C1		DA1200	Basics of Engineering Principles 	NIRAV PRAVINBHAI BHATT	3	9			0	0	No			NAC2-632	Y	Karthik Raman	
474	E1		DA1300	Programming and Data Structures	KARTHIK RAMAN	3	9			0	0	No			NAC2-632	Y	Karthik Raman	
475	Q1		DA1301	Programming Lab	KARTHIK RAMAN	3	6			0	0	No			CRC 101	Y	Karthik Raman	
476	B 		DA2101	Introduction to Computational Physics	Balaji	3	9	DA1302		0	0	No			NAC2-631	Y	Karthik Raman	
477	H 		DA2102	Introduction to Computational Biology	NIRAV PRAVINBHAI BHATT	3	9			0	0	No			NAC2-631	Y	Karthik Raman	
478	A 		DA2400	Machine Learning I	KRISHNA PILLUTLA	3	9			0	0	No			NAC2-631	Y	Karthik Raman	
479	T 		DA2401	Machine Learning Lab	SRI VALLABHA DEEVI	3	6	None		0	0	No			CRC 201	Y	Karthik Raman	
480	T 		DA2401	Machine Learning Lab	KRISHNA PILLUTLA	3	6	None		0	0	No			CRC 201	N	Karthik Raman	
481	J 		DA2402	Data Curation and Visualization	NIRAV PRAVINBHAI BHATT	3	9	DA1004,DA1300,DA1301,   Basic statistics (mean, median, distributions, correlations); Hands-on with Python programming (basics of python, numpy, pandas) Tools: Software: Tableau Public, Jupyter notebook, VScode Python libraries: Pandas, matplotlib, plotly, streamlit		0	0	No			NAC2-631	Y	Karthik Raman	
482	D 		DA3406	DATA MANAGEMENT	SUMAN KUNDU	9	9			0	0	No			NAC2-601	Y	Karthik Raman	
483	A 		DA3407	Machine Learning- II	HARISH GURUPRASAD RAMASWAMY	9	9			0	0	No			NAC2-601	Y	Karthik Raman	
484	P 		DA3408	AI Operations lab	SUDARSUN SANTHIAPPAN	6	6			0	0	No			CRC 201	N	Karthik Raman	
485	P 		DA3408	AI Operations lab	PATANJALI SLPSK	6	6			0	0	No			CRC 201	Y	Karthik Raman	
486	C 		DA3409	Deep learning	Balaji	9	9	DA2400, DA2401, DA2402		0	0	No			NAC2-601	Y	Karthik Raman	
487	Q 		DA3410	Deep learning lab	RAVINDRAN B	6	6	DA1004, DA1002, DA1003, DA2400, DA2401, DA2402  		0	0	No			CRC 201	Y	Karthik Raman	
488	B 		DA3451	Computer Vision	RAVINDRAN B	9	9			0	0	No			NAC2-601	Y	Karthik Raman	
489	E 		DA3452	Speech & Language Technology	RAVINDRAN B	9	9			0	0	No			NAC2-601	Y	Karthik Raman	
490	A 		DA5000	Mathematical Foundations of Data Science	Nandan Sudarsanam	3	12			0	0	No			CRC 102	Y	Ganapathy Krishnamurthi	
491	A 		DA5000	Mathematical Foundations of Data Science	GITAKRISHNAN RAMADURAI	3	12			0	0	No			CRC 102	N	Ganapathy Krishnamurthi	
492	D 	R	DA5300	Data Structures for Data Science	CHANDRA SHEKAR	5	15			0	0	No			CRC 102	Y	Ganapathy Krishnamurthi	
493	G 		DA5400	Foundation of Machine Learning	ARUN RAJKUMAR	4	12	Basics of Linear Algebra, Probability, and Statistics		0	0	No			CRC 101	Y	Ganapathy Krishnamurthi	
494	P 		DA5401	Data Analytics Laboratory	RAVINDRAN B	3	6	DA5000		0	0	No			CRC 101	Y	Ganapathy Krishnamurthi	
495	L 		DA5452	Estimation and Control of Engineered Systems 	RAGHUNATHAN RENGASAMY	9	9			50	50	Yes			NAC2-633	Y	Ganapathy Krishnamurthi	CG
496	J 		DA5453	Learning From Human Preferences	RAVINDRAN B	9	9			50	50	Yes			NAC2-633	Y	Ganapathy Krishnamurthi	CG
497	M 		DA7016	Recent Advances in Generative AI 	Mitesh Khapra	3	9	CS6910		25	10	Yes			NAC2-633	Y	Ganapathy Krishnamurthi	CG
498	H 		DA7400	Recent Advances in Reinforcement Learning	RAVINDRAN B	3	12	CS6700 or COT		25	10	Yes			NAC2-633	Y	Ganapathy Krishnamurthi	CG
499	A 	P1	ED1021	Introduction to Computation and Visualization	Nirav Patel	4	12			0	0	No			ED207	Y	Tuhin Subhra Santra	
500	F 	S	ED1034	Form and Aesthetics in Design II	RAJNY KRISHNAN	3	6	ED1033		30	15	Yes			ED107	Y	Tuhin Subhra Santra	SI
501	P 		ED1091	Japanese Language	R DURGA	3	9	-		40	20	Yes			ED109	Y	Tuhin Subhra Santra	SI
502	H 		ED1092	Japanese Language II	NORIE KOBAYASHI	3	9	Japanese language (ED1091) or equivalent 		40	20	Yes			ED307	Y	Tuhin Subhra Santra	SI
503	C 	Q	ED2011	Design of Mechanical Systems 1	K R GURUPRASAD	2	15	Engineering Mechanics		0	0	No			ED207	Y	Tuhin Subhra Santra	
504	E 		ED2012	Manufacturing Processes	BALAKRISHNA RAO	2	6	Nil		0	0	No			ED108	Y	Tuhin Subhra Santra	
505	D 	S	ED2090	Geometric Modelling and CAD	SARAVANA KUMAR G	3	12			0	0	No			ED207	Y	Tuhin Subhra Santra	
506	B 	P	ED2130	Analog and Digital Electronics	TUHIN SUBHRA SANTRA	4	13	EE1101		5	5	Yes			ED207	Y	Tuhin Subhra Santra	SI
507	R 	CSTF	ED2142	Sculpting for Design	RAJNY KRISHNAN	3	9			40	20	Yes			ED107	Y	Tuhin Subhra Santra	SI
508	K 		ED4571	Introduction to Chinese Language	CHIUNGWEN CHANG	3	9			50	40	Yes			ED307	Y	Tuhin Subhra Santra	SI
509	L 		ED4572	Chinese Language II	CHIUNGWEN CHANG	3	9			50	40	Yes			ED108	Y	Tuhin Subhra Santra	SI
510	UU		ED4901	Undergraduate Research Project	BIJO SEBASTIAN	3	9			0	0	No				Y	Tuhin Subhra Santra	
511	T 		ED5012	Advanced Applications of Human Factors	VENKATESH BALASUBRAMANIAN	3	9	Undergraduate Students to have completed ED3010/ C		40	20	Yes			ED109	Y	Tuhin Subhra Santra	SI
512	T 		ED5012	Advanced Applications of Human Factors	HARIKRISHNA RANGAM	3	9	Undergraduate Students to have completed ED3010/ C		40	20	Yes			ED109	N	Tuhin Subhra Santra	SI
513	C 		ED5017	Digital Signal Processing for Engineering Design	NARESH KUMAR R	4	10	 ED2130 for B.Tech. and DD. CoT for M.Tech., M.S. and Ph.D.		10	5	Yes			ED306	Y	Tuhin Subhra Santra	SI
514	R 		ED5022	Design Thinking Strategies for Road Safety	VENKATESH BALASUBRAMANIAN	3	9	Eligible to take 5xxx level courses 		40	20	Yes			ED109	Y	Tuhin Subhra Santra	SI
515	R 		ED5023	Power Converter Design for Electrified Vehicles 	DEEPAK RONANKI	9	9			10	10	Yes			ED306	Y	Tuhin Subhra Santra	SI
516	A 	Q	ED5040	Human Anatomy, Physiology & Biomechanics	Jayaganthan	4	12	NULL		0	0	No			ED109	Y	Tuhin Subhra Santra	
517	C 		ED5050	Structural & Component Design of Vehicles	Jayaganthan	4	12	NULL		0	0	No			ED109	Y	Tuhin Subhra Santra	
518	E 	R	ED5080	Mechatronics System Design 	NILESH JAYANTILAL VASA	4	9	ED2040 for BTech and DD. CoT for M.Tech., M.S. and Ph.D. 		0	0	No			ED306	Y	Tuhin Subhra Santra	
519	A 	Q	ED5160	Fundamentals of Automotive Systems	SHANKAR RAM C S	4	12			0	0	No			ED108	Y	Tuhin Subhra Santra	
520	S 		ED5211	EMobility Lab – 1	NILESH JAYANTILAL VASA	3	3			0	0	No			ED505	Y	Tuhin Subhra Santra	
521	S 		ED5211	EMobility Lab – 1	Srikanthan Sridharan	3	3			0	0	No			ED505	N	Tuhin Subhra Santra	
522	E 		ED5235	Power Electronics and Motor Drives for Electrified Vehicles	Srikanthan Sridharan	3	9	ED2130, EE2015		20	10	Yes			ED207	Y	Tuhin Subhra Santra	SI
523	G 		ED5310	Algorithms in Computational Geometry	RAMANATHAN M	3	9	Programming - preferably in C or  C++ or Python		40	20	Yes			ED207	Y	Tuhin Subhra Santra	SI
524	F 		ED5315	Introduction to Field and Service Robotics	BIJO SEBASTIAN	3	9	NULL		10	5	Yes			ED108	Y	Tuhin Subhra Santra	SI
525	J 		ED5317	Strategies for Managing innovation	VENKATESH BALASUBRAMANIAN	3	9			40	20	Yes			ED108	Y	Tuhin Subhra Santra	SI
526	J 		ED5317	Strategies for Managing innovation	PRIYADARSHINI NATARAJAN	3	9			40	20	Yes			ED108	N	Tuhin Subhra Santra	SI
527	M 		ED5318	Biomimetic Design	ARUN KUMAR	3	9	Basic knowledge of solid & fluid mechanics, applied physics		40	20	Yes			ED306	Y	Tuhin Subhra Santra	SI
528	B 		ED5330	Control of Automotive Systems	Srikanthan Sridharan	3	9	ED2040, ED5160, ED5220		0	0	No			ED306	N	Tuhin Subhra Santra	
529	B 		ED5330	Control of Automotive Systems	ATRIYA BISWAS	3	9	ED2040, ED5160, ED5220		0	0	No			ED306	Y	Tuhin Subhra Santra	
530	G 		ED5361	Energy Storage and Conversion Systems	ATRIYA BISWAS	3	9			10	10	Yes			ED306	Y	Tuhin Subhra Santra	SI
531	G 		ED5361	Energy Storage and Conversion Systems	Jayaganthan	3	9			10	10	Yes			ED306	N	Tuhin Subhra Santra	SI
532	D 		ED5370	Foundations to Electric Vehicle Technology	NILESH JAYANTILAL VASA	3	9			0	0	No			ED109	Y	Tuhin Subhra Santra	
533	D 		ED5370	Foundations to Electric Vehicle Technology	BALAJI B	3	9			0	0	No			ED109	N	Tuhin Subhra Santra	
534	D 		ED5370	Foundations to Electric Vehicle Technology	KAUSHAL JHA	3	9			0	0	No			ED109	N	Tuhin Subhra Santra	
535	D 		ED5370	Foundations to Electric Vehicle Technology	SHANKAR RAM C S	3	9			0	0	No			ED109	N	Tuhin Subhra Santra	
536	J 		ED5515	Fundamentals of Thermal Management in Electric Vehicles	KAUSHAL JHA	3	9			60	40	Yes			ED306	N	Tuhin Subhra Santra	SI
537	J 		ED5515	Fundamentals of Thermal Management in Electric Vehicles	Jayaganthan	3	9			60	40	Yes			ED306	Y	Tuhin Subhra Santra	SI
538	J 		ED5518	Data Visualization for Engineers	PALANIAPPAN RAMU	3	9	Linear Algebra, Optimization		30	15	Yes			ED307	Y	Tuhin Subhra Santra	SI
539	UU		ED5603	Project III	SARAVANA KUMAR G	12	35			0	0	No				Y	Tuhin Subhra Santra	
540	A 		ED6001	Medical Image Analysis	NARESH KUMAR R	3	12	NULL		10	5	Yes			ED306	Y	Tuhin Subhra Santra	SI
541	M 		ED6002	Optimization methods in Engineering Design	PALANIAPPAN RAMU	3	9	Mechanics of deformable solids, Linear Algebra		30	10	Yes			ED307	Y	Tuhin Subhra Santra	SI
542	ZZ		ED6021	Introduction to Research	Nirav Patel	2	0	NIL		0	0	No				Y	Tuhin Subhra Santra	
543	ZZ		ED6999	Special Topics in Engineering Design	Jayaganthan	3	6			0	0	No				Y	Tuhin Subhra Santra	
544	ZZ		ED7999	Special Topics in Engineering Design	Jayaganthan	3	6			0	0	No				Y	Tuhin Subhra Santra	
545	E 		EE1100	Basic Electrical Engineering	Anbarasu Manivannan	3	10			0	0	No			CRC - 201, CRC-202,CRC-203, CRC - 204	Y	Shanti Bhattacharya	
546	E 		EE1100	Basic Electrical Engineering	MAHESH KUMAR	3	10			0	0	No			CRC - 201, CRC-202,CRC-203, CRC - 204	N	Shanti Bhattacharya	
547	E 		EE1100	Basic Electrical Engineering	RAJAGOPALAN A N	3	10			0	0	No			CRC - 201, CRC-202,CRC-203, CRC - 204	N	Shanti Bhattacharya	
548	E 		EE1100	Basic Electrical Engineering	PRADEEP SARVEPALLI	3	10			0	0	No			CRC - 201, CRC-202,CRC-203, CRC - 204	N	Shanti Bhattacharya	
549	G 	G	EE1101	Signals and Systems	SHANTI BHATTACHARYA	4	10			0	0	No			RJN - 201, RJN - 202	N	Deleep R Nair	
550	G 	G	EE1101	Signals and Systems	RAMALINGAM C S	4	10			0	0	No			RJN - 201, RJN - 202	Y	Deleep R Nair	
551	A1	P1	EE1102	Introduction to Programming	GAURAV RAINA	4	11			0	0	No			ESB - 106 + IE Lab, ESB - 128 + IE Lab	N	Shanti Bhattacharya	
552	A1	P1	EE1102	Introduction to Programming	NITIN CHANDRACHOODAN	4	11			0	0	No			ESB - 106 + IE Lab, ESB - 128 + IE Lab	Y	Shanti Bhattacharya	
553	A1	P1	EE1102	Introduction to Programming	ANDREW THANGARAJ	4	11			0	0	No			ESB - 106 + IE Lab, ESB - 128 + IE Lab	N	Shanti Bhattacharya	
554	C 		EE2003	Computer Organization	Janakiraman	4	12			180	10	Yes			CRC - 102	Y	Shanti Bhattacharya	ST
555	C 		EE2015	Electric Circuits & Networks 	Avishek	4	10	Laplace transforms		0	0	No			ESB - 106, ESB - 127, ESB - 242	Y	Shanti Bhattacharya	
556	C 		EE2015	Electric Circuits & Networks 	ANANTH KRISHNAN	4	10	Laplace transforms		0	0	No			ESB - 106, ESB - 127, ESB - 242	N	Shanti Bhattacharya	
557	C 		EE2015	Electric Circuits & Networks 	DEBDUTTA RAY	4	10	Laplace transforms		0	0	No			ESB - 106, ESB - 127, ESB - 242	N	Shanti Bhattacharya	
558	B 	Q,R	EE2016	Microprocessor Theory+Lab	SRIDHARAN  K	11	11	EE2001		0	0	No			ESB - 106, ESB 127	N	Shanti Bhattacharya	
559	B 	Q,R	EE2016	Microprocessor Theory+Lab	MANIVASAKAN R	11	11	EE2001		0	0	No			ESB - 106, ESB 127	Y	Shanti Bhattacharya	
560	D 		EE2021	Materials Science for Electrical Engineers	DELEEP R NAIR	4	10	Basic calculus and electromagnetism		0	0	No			ESB - 106, ESB - 242	N	Shanti Bhattacharya	
561	D 		EE2021	Materials Science for Electrical Engineers	SAYAK DUTTA GUPTA	4	10	Basic calculus and electromagnetism		0	0	No			ESB - 106, ESB - 242	Y	Shanti Bhattacharya	
562	E 		EE2025	Engineering Electromagnetics	DEEPA VENKITESH	4	10			0	0	No			ESB - 106, ESB - 129, ESB - 127	Y	Shanti Bhattacharya	
563	E 		EE2025	Engineering Electromagnetics	BIJOY KRISHNA DAS	4	10			0	0	No			ESB - 106, ESB - 129, ESB - 127	N	Shanti Bhattacharya	
564	E 		EE2025	Engineering Electromagnetics	SUDHARSANAN SRINIVASAN	4	10			0	0	No			ESB - 106, ESB - 129, ESB - 127	N	Shanti Bhattacharya	
565	G 		EE2703	Applied Programming Lab	GANTI RADHA KRISHNAN	2	5			0	0	No			CRC - 103	Y	Shanti Bhattacharya	
566	E 		EE3002	Analog Circuits	SHANTHI PAVAN	4	10			100	20	Yes			ESB 242	Y	Shanti Bhattacharya	ST
567	B 		EE3003	Power Systems	KRISHNA S	4	10			140	20	Yes			ESB 129, ESB 350	Y	Shanti Bhattacharya	ST
568	B 		EE3003	Power Systems	KALYAN KUMAR B	4	10			140	20	Yes			ESB 129, ESB 350	N	Shanti Bhattacharya	ST
569	D 		EE3004	Control Engineering	ARUNKUMAR D MAHINDRAKAR	4	10	none		0	0	No			ESB 350, ESB 128	Y	Shanti Bhattacharya	
570	D 		EE3004	Control Engineering	Rachel	4	10	none		0	0	No			ESB 350, ESB 128	N	Shanti Bhattacharya	
571	F 	T,R	EE3006	Principles of Measurement	Shivananju	4	8	NIl		0	0	No			ESB 106, ESB 127	Y	Shanti Bhattacharya	
572	F 	T,R	EE3006	Principles of Measurement	BOBY  GEORGE	4	8	NIl		0	0	No			ESB 106, ESB 127	N	Shanti Bhattacharya	
573	A 		EE3110	Probability Foundations for Electrical Engineers	KRISHNA JAGANNATHAN	4	10	 		180	50	Yes			ESB 127, ESB 242	N	Shanti Bhattacharya	ST
574	A 		EE3110	Probability Foundations for Electrical Engineers	SAURAV PRAKASH	4	10	 		180	50	Yes			ESB 127, ESB 242	Y	Shanti Bhattacharya	ST
575	B 		EE4140	Digital Communication Systems	BHASKAR RAMAMURTHI	4	10	EE3005, EE3110		70	10	Yes			ESB 314	Y	Shanti Bhattacharya	ST
576	PP		EE4901	Mini Project 1	KRISHNA JAGANNATHAN	3	9			150	10	Yes			--	Y	Shanti Bhattacharya	ST
577	QQ		EE4902	Mini Project 2	KRISHNA JAGANNATHAN	3	9			150	10	Yes			---	Y	Shanti Bhattacharya	ST
578	SS		EE4903	Mini Project 3	KRISHNA JAGANNATHAN	3	9			150	10	Yes			---	Y	Shanti Bhattacharya	ST
579	A 		EE5110	Probability Foundations for Electrical Engineers	VENKATESH R	4	12			0	0	No			ESB 350	Y	Shanti Bhattacharya	
580	A 		EE5111	Estimation Theory	SRIKRISHNA B	4	12			45	15	Yes			ESB 213B	Y	Shanti Bhattacharya	ST
